Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Palau,PLW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,96,..,..,..,..,..,..,..,..,..
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18.2,18.8,19.4,19.8,19.9,19.9,19.7,19.5,19.1,..
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,14082.6548502728,14832.3611608191,15694.6297454295,16151.3273478476,16477.9066285687,13290.5608347594,15509.8069109784,17332.4360742988,18686.4050961265,19102.8521936399
Panama,PAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,95,96,..,..,..,..,..
Panama,PAN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,96,96,..,..,..,..,..
Panama,PAN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,95,95,..,..,..,..,..
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.6,13.5,13.4,13.1,12.7,12.2,11.6,11.1,10.6,..
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2484.5963398603,2316.39479758492,2477.76530986323,2566.36833735041,2575.77274140393,2429.61134585269,2607.57861874444,3102.28968594061,2966.06830432055,3076.48786186584
Papua New Guinea,PNG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,70.0636825561523,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,78.3610763549805,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,61.5507888793945,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.4,39.3,38.2,37.1,36.1,35.1,34.1,33,32,..
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5879.33792308671,5775.1596339946,6152.26711537703,6258.44991640954,5821.18199548637,5365.47220721191,5976.9317978996,6205.6259537937,6299.99026533643,6416.09709002917
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96,95,..,94,93,95,..,..,..,..
Paraguay,PRY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,96,95,..,95,94,95,..,..,..,..
Paraguay,PRY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,95,94,..,94,93,94,..,..,..,..
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.5,18.9,18.3,17.7,17.2,16.7,16.2,15.6,15.1,..
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6231.71150338894,6217.03599995447,6736.16693725487,6978.49121548627,7037.00803692604,6133.32552410183,6826.20255614477,7350.63034300417,7887.54185920108,8452.37167047598
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94,94,94,94,..,94,..,..,..,..
Peru,PER,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97,97,97,97,..,97,..,..,..,..
Peru,PER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,91,91,91,92,..,92,..,..,..,..
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.7,14.5,14.4,14.3,14.2,14.1,14,13.8,13.5,..
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2909.85818010301,2985.19564024046,3038.12124959289,3168.51036609727,3400.78949767074,3227.57910235199,3484.38593882819,3548.06930572116,3804.08274131097,3984.8315387656
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98,..,..,..,96,98,..,..,..,..
Philippines,PHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98,..,..,..,96,98,..,..,..,..
Philippines,PHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,98,..,..,..,97,99,..,97.0015029907227,..,..
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.2,22.3,22.4,22.6,22.7,22.8,22.7,22.4,22.1,..
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12637.5220324406,12464.0121044827,13913.3415190124,15658.210586693,15874.5220531254,16150.9291009726,18635.5088812509,18891.213529396,22145.2643088909,25022.6716445953
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.8000030517578,..,..,..
Poland,POL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,99.8000030517578,..,..,..
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,99.8000030517578,..,..,..
Poland,POL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.2,4.1,4,3.9,3.8,3.8,3.8,3.7,3.7,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19215.7813014347,19980.2808866516,21442.3842768879,23541.1401075289,23343.3628970034,22299.4044062173,24711.4510062111,24620.519556875,27386.2920595024,28844.4979246799
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,96.7799987792969,..,..,..
Portugal,PRT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,97.7600021362305,..,..,..
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,95.9199981689453,..,..,..
Portugal,PRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.6,2.6,..
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,29242.041465085,29978.0889268918,30328.4871132804,30679.9181934488,31830.5284993358,31427.1130762831,32619.0704601174,35353.6821570014,36948.4036416846,39285.0174585856
Puerto Rico (US),PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,92,..,..,..,92.4000015258789,..,..,..
Puerto Rico (US),PRI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,92,..,..,..,92.4000015258789,..,..,..
Puerto Rico (US),PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,92,..,..,..,92.4000015258789,..,..,..
Puerto Rico (US),PRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,68985.2946961507,61253.6375482797,63279.8556949332,71039.8490579352,66841.3013484919,51683.5054376677,71751.8831257169,88701.463352273,80195.8746508549,76275.9076782833
Qatar,QAT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.4,6.2,5.9,5.6,5.4,5.2,5.1,5,4.9,..
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8977.01748158196,9404.54005870715,10727.9822007426,12502.2624061935,12992.0326104674,13082.3006559554,14986.7854904274,15557.8826247584,18404.2730871704,20072.4079244042
Romania,ROU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99,..,..,..
Romania,ROU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,99,..,..,..
Romania,ROU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,99,..,..,..
Romania,ROU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.7,7.1,6.5,6,5.6,5.4,5.3,5.4,5.4,..
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9277.7138671875,8663.158203125,10658.9130859375,11211.8876953125,11447.701171875,10108.3271484375,12425.029296875,15619.6142578125,14159.3876953125,14889.0185546875
Russian Federation,RUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,100,..,..,..
Russian Federation,RUS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,100,..,..,..
Russian Federation,RUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,100,..,..,..
Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.6,6.1,5.6,5.1,4.7,4.4,4.1,3.9,3.7,..
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,733.998630392314,729.519134044611,758.300966737624,771.773511057901,810.051412137354,778.701498787411,829.544845639777,975.469323979541,1027.03446804432,999.654561402699
Rwanda,RWA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,73,..,80.0508575439453,..,79,..,..
Rwanda,RWA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,78,..,82.9077682495117,..,81,..,..
Rwanda,RWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,69,..,77.8100891113281,..,77,..,..
Rwanda,RWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.7,33.1,32.6,32.2,31.8,31.5,31.1,30.8,30.5,..
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4084.36083819933,4147.07097674888,4307.59381964907,4231.81409469194,4351.94234943706,4099.6600907147,3947.64517905415,3869.46639492144,4330.17840531329,4898.77140817676
Samoa,WSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,97.9902572631836,..,99.0999984741211,..,..,..
Samoa,WSM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,98.3150177001953,..,99,..,..,..
Samoa,WSM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,97.6584167480469,..,99.3000030517578,..,..,..
Samoa,WSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8,14.7,14.5,14.3,14.9,13.8,13.4,13.1,12.8,..
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,43146.8240435428,44359.4797662688,45192.0279766943,47950.6880557136,46627.0122356944,44426.6463400658,54168.9828262684,54264.570495898,..,..
San Marino,SMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,100,..,..
